0,3685.07142857143,2462.46428571429,5035.375,965.5,5093.9375,496.8125,6093.375,343.875
2,3847.28571428571,2578.42857142857,5221,1026.875,5262.375,533.0625,6280.8125,354.75
4,4091.92857142857,2713.78571428571,5494.9375,1081.8125,5458.0625,554.625,6471.8125,377.1875
6,4325.60714285714,2845.07142857143,5713.875,1144,5749.9375,585.3125,6840.4375,379.875
8,4550.17857142857,2964.10714285714,6033,1211.5,6077.125,598.8125,7135.125,399.625
10,4782,3106.32142857143,6353.75,1277.5,6375.375,632.9375,7467.6875,443
12,4966.82142857143,3237.07142857143,6794.5625,1309,6678.25,654.8125,7860.4375,461.8125
14,5295.92857142857,3328.21428571429,7119.9375,1391.75,7124.1875,697,8297.6875,514
16,5492.17857142857,3436.82142857143,7381.0625,1465.625,7440.5625,750.3125,8673.4375,534
18,5764.46428571429,3564.57142857143,7850.625,1532.5625,7847.0625,803.3125,9160.9375,594.1875
20,6043.71428571429,3747.89285714286,8201.1875,1581,8138.9375,869.1875,9533,615.125
22,6379.96428571429,3994.67857142857,8602.3125,1707.1875,8515.6875,919.5625,9962.9375,650.125
24,6777.46428571429,4271.64285714286,9008.75,1823.5625,8988.875,985.375,10378.5,681.5625
26,7095.64285714286,4526,9461.9375,1901,9408.625,1090.0625,10909.1875,747.4375
28,7571.5,4713.92857142857,9943.25,2010.9375,9928.625,1159.375,11380.6875,808.6875
30,7951.53571428572,4997.67857142857,10554.25,2128.0625,10476.8125,1256.75,11992.5625,842.0625
32,8354.89285714286,5218.57142857143,11084.9375,2238.8125,11052.4375,1346.875,12646.6875,908.8125
34,8840.35714285714,5461.21428571429,11648.1875,2315.625,11719.4375,1457.5625,13290.125,958.4375
36,9231.67857142857,5684.67857142857,12272.6875,2468.875,12270.875,1570.25,13945.5,1046.625
38,9775.07142857143,5979.82142857143,12825.25,2563.5,12883.75,1645,14712.25,1107.1875
40,10267.3571428571,6338.67857142857,13490.1875,2722.8125,13536.25,1738.0625,15436,1158.625
42,10862.1428571429,6857.71428571429,14266.125,2924.75,14285.125,1850.625,16273.125,1214.3125
44,11519.3214285714,7366.57142857143,15083.75,3143.625,15147.5625,1955.9375,17184.3125,1318.875
46,12126.8571428571,7717.21428571429,15959.375,3355.5625,15862.125,2085.625,17872.5625,1377.625
48,12694.4285714286,8117.96428571429,16810.25,3510.5,16679.5625,2203.75,18811.8125,1425.125
50,13412.8571428571,8462.46428571429,17670,3638.4375,17595.1875,2312.875,19763.5625,1538.625
52,14080.2142857143,8831.60714285714,18555.875,3828.5625,18477.4375,2471.3125,20799.75,1586.4375
54,14743.8928571429,9156.57142857143,19470.4375,3953.875,19333.4375,2605.6875,21781,1672.125
56,15537.3928571429,9545.85714285714,20496.125,4145,20361.6875,2723.8125,22797.625,1749.5625
58,16334.6071428571,10030.5357142857,21536.9375,4325.125,21422.5625,2869.8125,23973.8125,1778.5
60,17225.9642857143,10576.7857142857,22612.0625,4519.875,22328.0625,2969.6875,25196.625,1837
62,17984.1428571429,11066.5,23501.5,4662.3125,23271.625,3086.0625,26451.1875,1910.9375
64,18859.5714285714,11443.0714285714,24656,4826.1875,24593.75,3167.1875,27511.6875,1947.9375
66,19759.75,12018.8928571429,25904.0625,5053.375,25640.875,3264.4375,28863.5,2001.0625
68,20659.8214285714,12535.75,27273.0625,5211,26941.4375,3368.125,30108.125,2043.3125
70,21593,12925.6785714286,28524.6875,5334.5625,28148,3425.8125,31410.3125,2093.875
72,22579.6071428571,13187.6785714286,29819.8125,5458,29479.1875,3464.625,32798.125,2066.6875
74,23525.1071428571,13545.6071428571,31260.8125,5535.5625,30895.75,3485.3125,34332.875,2067.8125
76,24452.9285714286,13827.25,32619.75,5520.1875,32336.8125,3497,35771.1875,2006.5
78,25403.6071428571,13895.25,33814.75,5495.8125,33823.75,3479.0625,37151.8125,1984.0625
80,26243.9642857143,13807.6785714286,35025.875,5399.375,35315.1875,3426.625,38381.8125,1968.625
82,27126.1785714286,13737.1785714286,36215.5,5353.5625,36612,3419.625,39612.8125,1932.625
84,27810.6071428571,13599.1071428571,37311.4375,5372.3125,38061.25,3482.5,40645.75,1993.75
86,28430.6428571429,13370.5,38180.9375,5262.375,39261.4375,3428.5625,41495.5,1918.125
88,28995.0357142857,12991.0357142857,38853.1875,5204.6875,40332.9375,3345.6875,42310.1875,1883.0625
90,29728.3214285714,12890,39640.8125,5158.75,41217.9375,3304.1875,42980.625,1949.625
92,30183,12714.3928571429,40211.25,5217.375,42189.5625,3385.1875,43519.625,1952.3125
94,30702.0714285714,12481.75,40964.75,5129.125,42986.0625,3364.4375,44301.875,1941.5
96,31035.8214285714,12123.9285714286,41174.625,4970.375,43525.875,3318.5625,44492.8125,1967.625
98,31386,11918.8571428571,41541.4375,4916.3125,44058.4375,3307.5625,45029.9375,2011.9375
100,31667.2857142857,12038.8928571429,41956.875,4949.5625,44621.6875,3392.5,45387.75,2031.75
102,31992.1428571429,11884.8571428571,42235.4375,4833.5,44988.5625,3388.8125,45619.375,2056.0625
104,32115.75,11774.1785714286,42267.8125,4690.125,45120.0625,3356.3125,45896.875,2079.4375
106,32424.1071428571,11845.7142857143,42642.75,4671.375,45577.0625,3320.25,46029.4375,2037.875
108,32501.8214285714,12144.4285714286,42994.25,4693.9375,45864.4375,3350.9375,46240.3125,2095.625
110,32580.75,12043,43075.4375,4619.875,46014.0625,3297.75,46272.8125,2074.875
112,32809.3928571429,12225.25,43216.75,4545.125,46212.3125,3219.625,46249.3125,2101.125
114,32968.0714285714,12290.1071428571,43375.5,4473,46350.0625,3252.75,46371.75,2117.375
116,33179,12720.6785714286,43507.9375,4510.9375,46458.25,3324.0625,46625,2146.125
118,33265.6428571429,12605.75,43837.8125,4338.625,46671.9375,3265.3125,46676.375,2076.625
120,33234.1428571429,12719.0714285714,43911.625,4352.0625,46771,3204.875,46807.1875,2028.1875
0,3542.39285714286,2608.35714285714,4718.25,882.6875,4829.75,427.5625,6094.1875,379.8125
2,3688.17857142857,2783.85714285714,4816.25,923.25,4901.9375,433.75,6269.9375,389.6875
4,3877.67857142857,2880.25,5002,950.3125,5087.5625,453.625,6458.3125,423.125
6,4086.82142857143,3051.71428571429,5274.0625,1012.375,5379.5625,473.4375,6685.4375,444.6875
8,4240.78571428572,3130.42857142857,5429.9375,1037.75,5631.9375,493.5,6970.9375,465.4375
10,4442.60714285714,3253.10714285714,5762.625,1114.25,5835.5625,504.125,7211.8125,484.3125
12,4617.21428571429,3311.75,5858.125,1128.6875,6033.8125,510.375,7434.25,499.625
14,4737.67857142857,3441.5,6118.4375,1151.25,6201.3125,530.375,7704.5625,506.8125
16,4859.71428571429,3495.53571428571,6209.375,1179.9375,6378.1875,544.75,7861.5,498.75
18,4967.35714285714,3577.96428571429,6344.6875,1226.0625,6534.9375,568.0625,7999.25,530.3125
20,5087.89285714286,3650.10714285714,6486.125,1222.375,6660.125,571.75,8077.6875,527.6875
22,5136.82142857143,3749,6612.4375,1265.625,6760.125,585.375,8232.75,535.75
24,5207.89285714286,3840.67857142857,6692.5625,1266.5,6864.75,595.25,8340.875,532.9375
26,5231.57142857143,3958.10714285714,6781.9375,1270.125,6975.5625,606.8125,8488.625,537.4375
28,5323.67857142857,4049.07142857143,6887.125,1280,7119.8125,601.5,8583.375,549.125
30,5426.67857142857,4148,6984.5,1295.4375,7165.875,609.625,8751.75,552.75
32,5508.64285714286,4232.46428571429,6996.375,1307.0625,7230.625,619.625,8832.8125,563.625
34,5599.75,4321.53571428572,7011.6875,1318,7313.4375,638.375,8884.375,583.4375
36,5710.42857142857,4404.5,7143.25,1320.6875,7361.25,640.3125,8930.375,595.9375
38,5748.53571428571,4433.82142857143,7204.3125,1309.75,7382.125,665.5,9008.5625,623
40,5833.03571428572,4533.75,7315.4375,1360.25,7443.3125,685.3125,9084.3125,634.8125
42,5830.39285714286,4678.5,7523.5,1391.8125,7618.125,707.875,9308.8125,649.25
44,6024.64285714286,4803.14285714286,7790.25,1428.6875,7994.8125,724.875,9712.5,671.875
46,6039.42857142857,4871.57142857143,7785.75,1465.75,7877.6875,762.75,9611.625,675.375
48,6036.89285714286,4942.10714285714,7641.4375,1479.1875,7843.4375,763.6875,9584.5,726.75
50,6113.60714285714,5104.78571428572,7780.3125,1493.6875,7905.5,770.9375,9650.25,758.375
52,6151.21428571429,5183.57142857143,7846.1875,1545.125,7936.0625,800.6875,9657.5,780.9375
54,6149.67857142857,5302.17857142857,7697.5625,1627,7806.375,804.125,9691.8125,775.5625
56,6109.46428571429,5334.07142857143,7543.375,1618,7722.625,806.125,9574.5625,774.625
58,6181.53571428571,5450.42857142857,7545.1875,1674.6875,7784.9375,825.8125,9674.625,809.6875
60,6146.10714285714,5531.21428571429,7492,1677.5625,7824.4375,848.3125,9674.5625,844
62,6087.92857142857,5618.75,7456.8125,1696.375,7661.4375,859.125,9531.25,854.875
64,6018.39285714286,5664.53571428572,7405.4375,1711,7664.0625,887.125,9508.8125,869.1875
66,6039.5,5761.75,7331.4375,1728.8125,7622.5625,893.4375,9435.8125,927.75
68,6014.32142857143,5885.53571428572,7364.0625,1795.5,7608.1875,896.25,9535.8125,943.125
70,5993.64285714286,5925.21428571429,7326.9375,1781.0625,7593.8125,909.625,9459.3125,940.375
72,5917.92857142857,5965.85714285714,7181.875,1762.25,7436,905.125,9300.5,1003.5625
74,5883.5,6090.60714285714,7226.1875,1854.25,7390.25,929.5,9287.875,1034
76,5785.64285714286,6182.75,7141.375,1885.75,7437.875,956.5625,9233.9375,1048.5
78,5777.85714285714,6229.53571428571,6990.875,1857.6875,7348.75,959.3125,9080.8125,1066.5625
80,5629.60714285714,6183.10714285714,6881,1828.875,7205.375,960.1875,8963.625,1105.3125
82,5590.42857142857,6303.21428571429,6910.6875,1872.1875,7191.8125,966.5,8973.5,1116.125
84,5541,6422,6842.1875,1917.25,7112.625,974.75,8795.9375,1164.75
86,5400.92857142857,6361.92857142857,6768.25,1918.1875,7053.9375,977.1875,8724.8125,1248.5
88,5356.60714285714,6374.21428571429,6675.4375,1919,6899.875,971.125,8535.5,1264.75
90,5301.14285714286,6350.03571428572,6641.125,1964.0625,6879.1875,963.8125,8612.9375,1283.875
92,5229.85714285714,6436,6588.0625,1980.25,6810.625,974.625,8485.875,1320.6875
94,5210.89285714286,6513.28571428572,6638.4375,1972.1875,6887.25,1001.5625,8586.875,1354.0625
96,5097.60714285714,6371.21428571429,6423.125,1923.5,6622.375,988.9375,8275.125,1391.8125
98,4969.35714285714,6298.57142857143,6280.75,1933.375,6529.5,997.125,8180.375,1429.875
100,4958.5,6449.35714285714,6328.6875,1966.6875,6454.6875,993.4375,8147.125,1457.75
102,4841.71428571429,6375.71428571429,6195.0625,1974.0625,6356.5,1004.5,7951.625,1498.1875
104,4733.53571428572,6250.64285714286,6083.25,1960.4375,6294.25,1000.75,7755.0625,1517.0625
106,4648.53571428572,6232.57142857143,5966.0625,1988.4375,6184.3125,1005.125,7700.9375,1594.6875
108,4563.67857142857,6368.03571428572,5988.8125,2029.8125,6237.375,1014.125,7731.75,1615.3125
110,4486.89285714286,6245.46428571429,5838.3125,2006.375,6063.5,1002.5625,7504.5625,1666.6875
112,4434.85714285714,6179.57142857143,5785.125,2016.4375,5962.5625,990.875,7419.9375,1738.75
114,4327.75,6173.92857142857,5735.625,2057.875,5888.8125,957.5625,7360.4375,1755
116,4310.85714285714,6282,5705.0625,2109.25,5861.6875,1035.9375,7319.875,1800
118,4254.07142857143,6167.21428571429,5578.75,2074.0625,5716.5625,999.8125,7144.0625,1829.8125
120,4180.03571428571,6093.46428571429,5471.5,2010,5580.5625,984.375,7024,415.25
0,3685.07142857143,2462.46428571429,2096.33333333333,4523.58333333333,856.25,7637.75,415.25,7654.75
2,3847.28571428571,2578.42857142857,2157.41666666667,4799.75,907.833333333333,8179.91666666667,434.583333333333,8159.5
4,4091.92857142857,2713.78571428571,2298.08333333333,5098.91666666667,975.083333333333,8727.83333333333,471.833333333333,8779.33333333333
6,4325.60714285714,2845.07142857143,2419.5,5412.66666666667,1046,9316.58333333333,504.166666666667,9394.66666666667
8,4550.17857142857,2964.10714285714,2610.58333333333,5690.16666666667,1081,9838.16666666667,525.916666666667,10019.4166666667
10,4782,3106.32142857143,2730.75,5946.08333333333,1127.83333333333,10361.9166666667,546.25,10578.0833333333
12,4966.82142857143,3237.07142857143,2873.66666666667,6311.41666666667,1171.08333333333,10966.4166666667,552.333333333333,11221
14,5295.92857142857,3328.21428571429,3040.58333333333,6677.91666666667,1231.16666666667,11635.6666666667,587,11880.6666666667
16,5492.17857142857,3436.82142857143,3204.08333333333,7082.75,1294.83333333333,12336.1666666667,597.916666666667,12557.1666666667
18,5764.46428571429,3564.57142857143,3341.16666666667,7571.83333333333,1356.16666666667,13097.9166666667,646,13290.1666666667
20,6043.71428571429,3747.89285714286,3539.33333333333,8152.33333333333,1448.58333333333,14079.6666666667,675.916666666667,14172.0833333333
22,6379.96428571429,3994.67857142857,3783.25,8660.5,1509.83333333333,15012.0833333333,685.666666666667,15062.5833333333
24,6777.46428571429,4271.64285714286,3992.33333333333,9150.66666666667,1620.5,16094.6666666667,738.5,16053.9166666667
26,7095.64285714286,4526,4203.75,9761.16666666667,1733.33333333333,17142.4166666667,791.5,17218.25
28,7571.5,4713.92857142857,4415.25,10406.4166666667,1820,18120.5,830.833333333333,18312.6666666667
30,7951.53571428572,4997.67857142857,4667.58333333333,11058.9166666667,1919.58333333333,19246.5,867.166666666667,19427.9166666667
32,8354.89285714286,5218.57142857143,4963.25,11739,1998.91666666667,20356.75,923.416666666667,20792.8333333333
34,8840.35714285714,5461.21428571429,5238.58333333333,12466,2086.66666666667,21607.5,945.083333333333,22115.8333333333
36,9231.67857142857,5684.67857142857,5526.83333333333,13240.9166666667,2245.33333333333,22938.9166666667,972.75,23542.1666666667
38,9775.07142857143,5979.82142857143,5936.41666666667,14179.4166666667,2337.75,24467.25,1007.58333333333,25026.0833333333
40,10267.3571428571,6338.67857142857,6221.16666666667,14943.5,2430.25,26013.75,1058.16666666667,26613.3333333333
42,10862.1428571429,6857.71428571429,6562.33333333333,15835.1666666667,2562.5,27612.9166666667,1145.91666666667,28406.0833333333
44,11519.3214285714,7366.57142857143,6941.08333333333,16790.3333333333,2747.58333333333,29191.8333333333,1219.16666666667,30150.6666666667
46,12126.8571428571,7717.21428571429,7188.66666666667,17631.4166666667,2873.66666666667,30919.8333333333,1269.5,31915.9166666667
48,12694.4285714286,8117.96428571429,7668,18664.8333333333,3005.83333333333,32364.0833333333,1340.41666666667,33671.25
50,13412.8571428571,8462.46428571429,7993.66666666667,19745.0833333333,3135.58333333333,34190.4166666667,1371.75,35529
52,14080.2142857143,8831.60714285714,8465.75,20821.75,3276.25,35970.0833333333,1454.58333333333,37459
54,14743.8928571429,9156.57142857143,8782,22038.8333333333,3412.08333333333,37742.4166666667,1505.08333333333,39542.4166666667
56,15537.3928571429,9545.85714285714,9300.91666666667,23459.25,3613.91666666667,39768.1666666667,1553,41396.3333333333
58,16334.6071428571,10030.5357142857,9767.16666666667,24927.5833333333,3777.41666666667,41623.5,1629.91666666667,43559.25
60,17225.9642857143,10576.7857142857,10256.1666666667,26072.6666666667,3915.58333333333,43638.4166666667,1714.25,45702.6666666667
62,17984.1428571429,11066.5,10806.4166666667,27264.5833333333,4076.5,45451.75,1774.25,47848.8333333333
64,18859.5714285714,11443.0714285714,11236.6666666667,28608,4236.25,47446.4166666667,1831.91666666667,49992.4166666667
66,19759.75,12018.8928571429,11837.5,29652,4450.08333333333,49304,1895.66666666667,51883.5833333333
68,20659.8214285714,12535.75,12356.5833333333,30875.3333333333,4649.83333333333,51097.9166666667,1980.83333333333,53650.1666666667
70,21593,12925.6785714286,12822.75,31936.4166666667,4780.5,52281.5,2055.25,55263.8333333333
72,22579.6071428571,13187.6785714286,13386.1666666667,33063.3333333333,5003.08333333333,52781.25,2127.41666666667,56735.75
74,23525.1071428571,13545.6071428571,13905.25,33928.5833333333,5156.5,52969.9166666667,2216.41666666667,57462.8333333333
76,24452.9285714286,13827.25,14335.5,34511.1666666667,5374.08333333333,53407.25,2280.08333333333,57831.4166666667
78,25403.6071428571,13895.25,14883.6666666667,34424.8333333333,5505.16666666667,53473.5,2309,57919.3333333333
80,26243.9642857143,13807.6785714286,15360.4166666667,34316.6666666667,5741.75,53431.3333333333,2360.41666666667,58146.4166666667
82,27126.1785714286,13737.1785714286,15875.9166666667,33981.4166666667,5882.5,53462.6666666667,2402.5,58178.9166666667
84,27810.6071428571,13599.1071428571,16316.9166666667,33517.6666666667,6004.91666666667,52917.0833333333,2561.25,58339.75
86,28430.6428571429,13370.5,16807.25,33196.75,6138.41666666667,52771.75,2551.66666666667,58426.3333333333
88,28995.0357142857,12991.0357142857,17246.9166666667,32485.4166666667,6313.66666666667,52580.6666666667,2605.83333333333,58159.5
90,29728.3214285714,12890,17790.1666666667,32084.0833333333,6426.66666666667,52240.5833333333,2685.08333333333,58203.1666666667
92,30183,12714.3928571429,18162.6666666667,31590.4166666667,6593.83333333333,52373,2748.75,58223.25
94,30702.0714285714,12481.75,18533.9166666667,31160.25,6744.08333333333,52316.3333333333,2797.91666666667,58331.5
96,31035.8214285714,12123.9285714286,18920.6666666667,30797.3333333333,6865.25,52441.3333333333,2871,58613.8333333333
98,31386,11918.8571428571,19176.5833333333,30629,6967.58333333333,52606,2924.16666666667,59082.25
100,31667.2857142857,12038.8928571429,19521.75,30493.1666666667,7087.58333333333,52858.3333333333,2979.33333333333,59444.0833333333
102,31992.1428571429,11884.8571428571,19763.1666666667,30554.5,7193.41666666667,53489.1666666667,3016.58333333333,60083.4166666667
104,32115.75,11774.1785714286,20051.5,30417.5,7226.91666666667,54224.5,3068.33333333333,60884.8333333333
106,32424.1071428571,11845.7142857143,20261.6666666667,30809.0833333333,7308.75,54494.9166666667,3073.16666666667,61414.9166666667
108,32501.8214285714,12144.4285714286,20398.8333333333,30946.1666666667,7383.08333333333,55410.4166666667,3068.5,62082.8333333333
110,32580.75,12043,20605.3333333333,31188.8333333333,7475.75,55960.75,3108.08333333333,62730.5
112,32809.3928571429,12225.25,20818.25,31457,7557.33333333333,56527.75,3157.25,63361.1666666667
114,32968.0714285714,12290.1071428571,20949.0833333333,31717.6666666667,7683.75,56828.3333333333,3152.58333333333,63475.4166666667
116,33179,12720.6785714286,21011.5833333333,32298.0833333333,7726.91666666667,57321,3208.91666666667,63873.1666666667
118,33265.6428571429,12605.75,21273.5833333333,32274,7819.41666666667,57496.4166666667,3264,63924.75
120,33234.1428571429,12719.0714285714,21280.75,32421.75,7898.58333333333,57621.25,3276.08333333333,63942.8333333333
0,3542.39285714286,2608.35714285714,2039.75,4679.66666666667,927.166666666667,7751.08333333333,416.583333333333,7404.75
2,3688.17857142857,2783.85714285714,2140.66666666667,4940.33333333333,951.25,8266.25,415.166666666667,7965.91666666667
4,3877.67857142857,2880.25,2246.5,5225.16666666667,983.666666666667,8786.58333333333,436.833333333333,8456.16666666667
6,4086.82142857143,3051.71428571429,2364.25,5455.75,1048.41666666667,9270.91666666667,474.166666666667,9010.33333333333
8,4240.78571428572,3130.42857142857,2439.83333333333,5741.91666666667,1095.33333333333,9812.83333333333,489.75,9483.58333333333
10,4442.60714285714,3253.10714285714,2542,6048.33333333333,1143.41666666667,10201,503,9924.41666666667
12,4617.21428571429,3311.75,2671.91666666667,6234.33333333333,1224,10525.3333333333,521,10331.9166666667
14,4737.67857142857,3441.5,2757.08333333333,6396.75,1266.08333333333,11034.8333333333,551,10735.5
16,4859.71428571429,3495.53571428571,2822,6662.25,1284.08333333333,11452.9166666667,560.666666666667,11046.8333333333
18,4967.35714285714,3577.96428571429,2856.83333333333,6844.83333333333,1309.25,11777.3333333333,560.5,11350.9166666667
20,5087.89285714286,3650.10714285714,2990.08333333333,7030,1344.08333333333,12097.25,592.083333333333,11651.25
22,5136.82142857143,3749,2998.75,7192.16666666667,1381.25,12410.6666666667,617.166666666667,12043.1666666667
24,5207.89285714286,3840.67857142857,3059.91666666667,7372.5,1435.33333333333,12757.9166666667,621.833333333333,12338.5
26,5231.57142857143,3958.10714285714,3099.5,7597.08333333333,1427,13057.1666666667,632.75,12696.6666666667
28,5323.67857142857,4049.07142857143,3140.33333333333,7694.33333333333,1463,13319.0833333333,646,12922.5833333333
30,5426.67857142857,4148,3245,7878.25,1482.25,13589.4166666667,660.25,13222.9166666667
32,5508.64285714286,4232.46428571429,3266.66666666667,8035.58333333333,1459.5,13787.75,659.083333333333,13486.0833333333
34,5599.75,4321.53571428572,3365.08333333333,8253.16666666667,1501.58333333333,14066.4166666667,662.75,13835.75
36,5710.42857142857,4404.5,3390.41666666667,8457.41666666667,1536.33333333333,14340.25,673.583333333333,14059.3333333333
38,5748.53571428571,4433.82142857143,3399.91666666667,8661.66666666667,1565.16666666667,14668.3333333333,691.583333333333,14387.3333333333
40,5833.03571428572,4533.75,3463.66666666667,8929.66666666667,1593.75,15047,714.416666666667,14742.9166666667
42,5830.39285714286,4678.5,3510.5,9105.25,1608.41666666667,15370.1666666667,716.833333333333,15105.75
44,6024.64285714286,4803.14285714286,3512.83333333333,9309.25,1600,15771.5,730.083333333333,15511.8333333333
46,6039.42857142857,4871.57142857143,3542.91666666667,9560.41666666667,1625.25,16163.0833333333,737.416666666667,15955.1666666667
48,6036.89285714286,4942.10714285714,3568.25,9785.25,1638.41666666667,16532,751.833333333333,16309.6666666667
50,6113.60714285714,5104.78571428572,3541.83333333333,9946.25,1645.75,16837.4166666667,729,16671.5833333333
52,6151.21428571429,5183.57142857143,3556.25,10137.25,1634.83333333333,17185.75,733.666666666667,17011.4166666667
54,6149.67857142857,5302.17857142857,3577.83333333333,10467.5833333333,1636.08333333333,17638.75,766,17517.3333333333
56,6109.46428571429,5334.07142857143,3615.16666666667,10698.3333333333,1630,18133.75,780.5,17799.6666666667
58,6181.53571428571,5450.42857142857,3586.16666666667,10925.3333333333,1656.5,18446.25,763.666666666667,18205.8333333333
60,6146.10714285714,5531.21428571429,3658.08333333333,11165.5833333333,1703.33333333333,18931.5833333333,754.083333333333,18621.5833333333
62,6087.92857142857,5618.75,3618.66666666667,11489,1686.41666666667,19379.75,767.166666666667,19019.3333333333
64,6018.39285714286,5664.53571428572,3651.08333333333,11711.1666666667,1684.08333333333,19847.3333333333,786.416666666667,19522.9166666667
66,6039.5,5761.75,3609,11800.25,1656.5,20246.1666666667,786.5,19811.0833333333
68,6014.32142857143,5885.53571428572,3573.08333333333,11952.8333333333,1678.25,20808.4166666667,740.75,20317
70,5993.64285714286,5925.21428571429,3526.25,12350.5,1676.91666666667,21007.8333333333,760.166666666667,20627.0833333333
72,5917.92857142857,5965.85714285714,3443.25,12393.6666666667,1620.41666666667,21159.25,710.833333333333,20882.9166666667
74,5883.5,6090.60714285714,3540.58333333333,12672.5833333333,1602.33333333333,21506.5833333333,740.916666666667,21295.1666666667
76,5785.64285714286,6182.75,3406.08333333333,12771.1666666667,1576.08333333333,21855.0833333333,692.833333333333,21481.3333333333
78,5777.85714285714,6229.53571428571,3367.41666666667,12904.5833333333,1549.58333333333,21980,674.75,21826.25
80,5629.60714285714,6183.10714285714,3390.33333333333,13057,1529.08333333333,22255.1666666667,678.333333333333,22115.8333333333
82,5590.42857142857,6303.21428571429,3344.5,13215.5833333333,1543.5,22429.5833333333,680.75,22160.25
84,5541,6422,3284.66666666667,13349.1666666667,1540,22218,647.166666666667,22416.0833333333
86,5400.92857142857,6361.92857142857,3283.41666666667,13472.8333333333,1502.66666666667,22011.3333333333,653.166666666667,22395.6666666667
88,5356.60714285714,6374.21428571429,3167,13525.5833333333,1481.08333333333,21582.5,630.333333333333,22304.5833333333
90,5301.14285714286,6350.03571428572,3157.33333333333,13522.0833333333,1470.08333333333,21349.0833333333,616.083333333333,21929.4166666667
92,5229.85714285714,6436,3085.25,13581,1451,21010.3333333333,591.916666666667,21672.5833333333
94,5210.89285714286,6513.28571428572,3050.33333333333,13619.5,1416.16666666667,20761.6666666667,602.75,21334.6666666667
96,5097.60714285714,6371.21428571429,2985.33333333333,13674.5833333333,1398,20603,561.833333333333,21045.0833333333
98,4969.35714285714,6298.57142857143,2924.08333333333,13673.5,1350.08333333333,20619.8333333333,561.916666666667,20863.8333333333
100,4958.5,6449.35714285714,2935.08333333333,13849,1297.08333333333,20413.0833333333,554.583333333333,20648.6666666667
102,4841.71428571429,6375.71428571429,2799.16666666667,13782.8333333333,1332,20427.5833333333,539,20539.25
104,4733.53571428572,6250.64285714286,2831.66666666667,13596.8333333333,1323.58333333333,20259.25,551.083333333333,20271.4166666667
106,4648.53571428572,6232.57142857143,2776.41666666667,13518.5833333333,1288.75,20177.5,554.666666666667,20118.75
108,4563.67857142857,6368.03571428572,2754.75,13356.25,1295.91666666667,20202.8333333333,554.75,20006.9166666667
110,4486.89285714286,6245.46428571429,2718.58333333333,13214.4166666667,1304.33333333333,19968.5,547.333333333333,19886.8333333333
112,4434.85714285714,6179.57142857143,2677.83333333333,13061.9166666667,1251.5,19936.0833333333,522.333333333333,19649.0833333333
114,4327.75,6173.92857142857,2649,12923.75,1256.16666666667,19759.5,519.75,19466.25
116,4310.85714285714,6282,2605.83333333333,12731.5,1261.08333333333,19627.3333333333,525.75,19216.3333333333
118,4254.07142857143,6167.21428571429,2543.33333333333,12421.4166666667,1251.75,19489.0833333333,529.333333333333,19150.3333333333
120,4180.03571428571,6093.46428571429,2528.83333333333,12223.25,1204.75,19229.6666666667,520.916666666667,18907.5833333333
